time,system,Y,X,Cmax
0,A,6.525793867358332,12.53563937540847,1.0
1,B,6.643594152511203,12.56703139564722,1.0
2,A,5.311800359518479,10.213499062768301,1.0
3,B,6.944009051912345,13.512025553901676,1.0
4,A,6.053977095202937,11.844010685197755,1.0
5,B,5.551018849107812,11.019927366259232,1.0
6,A,5.792469727237349,12.382087366587399,1.0
7,B,4.886034274487591,10.52460134115178,1.0
8,A,5.088607186524599,11.589174712247308,1.0
9,B,5.5958204228656365,13.156939819375541,1.0
10,A,6.123555077308917,14.204820207065953,1.0
11,B,5.681794754129976,14.447400381066341,1.0
12,A,4.418868918029991,11.525430476281695,1.0
13,B,4.690166449370124,11.641925803183984,1.0
14,A,5.247360343072597,13.599092875346855,1.0
15,B,3.7163578321481454,10.201154842209409,1.0
16,A,4.606077107554628,13.86167653641548,1.0
17,B,4.049011698870694,11.458991525621965,1.0
18,A,2.912474784362994,8.810997070346879,1.0
19,B,3.0619693109663944,8.504414029510606,1.0
20,A,5.02161368220019,13.893952477276242,1.0
21,B,2.9640857714358417,8.388975418348146,1.0
22,A,3.735038865161992,9.964280052935592,1.0
23,B,4.091079015860327,10.33891028351082,1.0
24,A,3.501571459571425,9.210961116341156,1.0
25,B,3.280370901294025,10.197253588613926,1.0
26,A,4.606961856347791,13.1988479670756,1.0
27,B,2.7226574493992857,8.102779904920496,1.0
28,A,4.444134977010991,13.790213971644805,1.0
29,B,4.826958280328872,13.995836165021906,1.0
30,A,3.1371072474048614,10.605831012340836,1.0
31,B,2.3523877977993397,9.075290293424445,1.0
32,A,2.2836166324822216,12.205882855615567,1.0
33,B,1.2620198329771342,8.83770789105426,1.0
34,A,1.8177700367632244,10.554435527547767,1.0
35,B,2.535379056061863,14.709004266306806,1.0
36,A,2.7858027991015786,14.96825130808546,1.0
37,B,1.6245940311931655,13.4047342394821,1.0
38,A,0.5088365284722681,10.176730569445363,1.0
39,B,0.6484562399281555,12.813655344162648,1.0
40,A,0.8180230139887334,12.93784455838809,1.0
41,B,0.8834012617594886,10.714891866145548,1.0
42,A,1.1630896346089645,12.486220442103116,1.0
43,B,0.7700742526274222,8.075093514829733,1.0
44,A,1.2193130151150666,9.46340361021569,1.0
45,B,1.3664762912199537,11.675618120770828,1.0
46,A,1.2909035596517047,9.14625912980807,1.0
47,B,0.9611051220327268,9.161348075135736,1.0
48,A,1.324060069327601,13.854130033851664,1.0
49,B,1.3468792323940693,14.92393101878524,1.0
50,A,1.336350840223706,11.89178599619914,1.0
51,B,1.2135527723076067,13.873488116171995,1.0
52,A,1.6587324192551574,14.932251650283908,1.0
53,B,0.9036068786911599,8.991171219981423,1.0
54,A,1.0284745535907223,11.137719292780456,1.0
55,B,1.4934183025820038,10.748009010893439,1.0
56,A,0.4833769538859729,8.560344985523296,1.0
57,B,0.6643655604781605,13.28731120956321,1.0
58,A,0.5562451345373502,11.03645319125815,1.0
59,B,0.5642644269666405,11.285288539332809,1.0
